1;-4.774636;7.402739;570.4519686;1;0;0
101;-0.596894;6.668023;65.3387762;1;0.8230067;0.1145386
201;1.317855;5.546029;15.5209801;1;0.8554231;0.2375462
301;1.723209;5.028043;9.4681218;1;0.9290903;0.6100209
401;1.660428;4.63657;7.8943569;1;0.9277017;0.8337828
501;1.589616;4.273831;6.5283127;1;0.9194164;0.8269594
601;1.523836;3.937478;5.3535638;1;0.9095473;0.8200532
701;1.463536;3.627308;4.3549818;1;0.8976238;0.8134734
801;1.408734;3.342872;3.5157242;1;0.8828907;0.8072879
901;1.359319;3.083431;2.8180124;1;0.8641488;0.8015453
1001;1.31507;2.847988;2.2439103;1;0.8393861;0.7962741
1101;1.275688;2.635338;1.7760189;1;0.8049677;0.7914839
1201;1.240819;2.444114;1.398026;1;0.753587;0.7871685
1301;1.210078;2.272842;1.0950865;1;0.668109;0.7833091
1401;1.18307;2.119994;0.8540344;1;0.4967093;0.7798785
1501;1.159408;1.984026;0.6634516;1;-0.0249067;0.7768441
1601;1.138722;1.863421;0.5136249;1;42.5628604;0.7741708
1701;1.120668;1.756716;0.3964275;1;1.9850285;0.771823
1801;1.104931;1.662519;0.3051565;1;1.5000011;0.7697661
1901;1.091226;1.579527;0.2343503;1;1.3355368;0.7679676
2001;1.0793;1.506532;0.1796054;1;1.2526821;0.7663973
2101;1.068927;1.442428;0.1374031;1;1.202715;0.7650277
2201;1.059907;1.386204;0.1049532;1;1.1692803;0.7638343
2301;1.052067;1.336949;0.0800578;1;1.1453151;0.762795
2401;1.045252;1.293842;0.0609953;1;1.127291;0.7618904
2501;1.039329;1.256148;0.0464237;1;1.1132373;0.7611033
2601;1.034182;1.223212;0.0353014;1;1.101969;0.7604186
2701;1.029709;1.194452;0.0268228;1;1.0927322;0.7598231
2801;1.025822;1.169353;0.0203667;1;1.0850205;0.7593052
2901;1.022444;1.147461;0.0154554;1;1.0784808;0.758855
3001;1.019508;1.128372;0.0117223;1;1.0728774;0.7584635
3101;1.016957;1.111736;0.008887;1;1.068004;0.7581231
3201;1.01474;1.097241;0.0067348;1;1.0637422;0.7578272
3301;1.012813;1.084615;0.0051021;1;1.0599791;0.75757
3401;1.011138;1.07362;0.003864;1;1.0566304;0.7573463
3501;1.009682;1.064048;0.0029257;1;1.0536288;0.7571519
3601;1.008417;1.055715;0.0022147;1;1.050934;0.7569829
3701;1.007317;1.048463;0.0016761;1;1.048488;0.7568359
3801;1.006361;1.042152;0.0012684;1;1.0462679;0.7567082
3901;1.005529;1.036661;0.0009596;1;1.0442386;0.7565971
4001;1.004807;1.031883;0.000726;1;1.0423841;0.7565006
4101;1.004179;1.027727;0.0005491;1;1.0406685;0.7564167
4201;1.003633;1.024112;0.0004153;1;1.0390877;0.7563437
4301;1.003158;1.020968;0.0003141;1;1.037622;0.7562803
4401;1.002746;1.018233;0.0002375;1;1.0362692;0.7562251
4501;1.002387;1.015854;0.0001796;1;1.035013;0.7561771
4601;1.002075;1.013785;0.0001358;1;1.0338354;0.7561358
4701;1.001804;1.011987;0.0001027;1;1.0327085;0.7560989
4801;1.001569;1.010422;7.76e-05;1;1.0317029;0.7560685
4901;1.001364;1.009062;5.87e-05;1;1.0307148;0.7560406
5001;1.001186;1.007879;4.44e-05;1;1.0298111;0.7560166
5101;1.001031;1.006851;3.35e-05;1;1.0289325;0.7559945
5201;1.000896;1.005956;2.54e-05;1;1.0281574;0.7559792
5301;1.000779;1.005179;1.92e-05;1;1.0273446;0.7559615
5401;1.000677;1.004503;1.45e-05;1;1.0266336;0.7559471
5501;1.000589;1.003915;1.1e-05;1;1.0259491;0.7559404
5513;1.000579;1.003849;1.06e-05;1;1.003074;0.9669788
5514;1.000578;1.003844;1.06e-05;1;1.000236;0.9972062
5515;1.000577;1.003839;1.05e-05;1;1.0002362;0.9972078
5516;1.000577;1.003833;1.05e-05;1;1.0002755;0.9972
5517;1.000576;1.003828;1.05e-05;1;1.0002368;0.9972112
5518;1.000575;1.003823;1.04e-05;1;1.000237;0.9972034
5519;1.000574;1.003817;1.04e-05;1;1.0002834;0.9972051
5520;1.000573;1.003812;1.04e-05;1;1.0002376;0.9972069
5521;1.000573;1.003807;1.04e-05;1;1.0002309;0.9972087
5522;1.000572;1.003801;1.03e-05;1;1.0002844;0.9972009
5523;1.000571;1.003796;1.03e-05;1;1.0002384;0.9972124
5524;1.00057;1.003791;1.03e-05;1;1.0002387;0.9972046
5525;1.000569;1.003785;1.02e-05;1;1.0002854;0.9972065
5526;1.000569;1.00378;1.02e-05;1;1.0002323;0.9971986
5527;1.000568;1.003775;1.02e-05;1;1.0002395;0.9972103
5528;1.000567;1.00377;1.02e-05;1;1.0002398;0.9972025
5529;1.000566;1.003764;1.01e-05;1;1.0002867;0.9972045
5530;1.000565;1.003759;1.01e-05;1;1.0002403;0.9972066
5531;1.000565;1.003754;1.01e-05;1;1.0002336;0.9972086
5532;1.000564;1.003749;1e-05;1;1.0002409;0.9972008
5533;1.000563;1.003743;1e-05;1;1.000288;0.9972129
5534;1.000562;1.003738;1e-05;1;1.0002414;0.9972051
